status_type,status_id,user_id,retweeted_status_id,retweeted_user_id,in_reply_to_status_id,in_reply_to_user_id,quoted_status_id,status_sentiment
retweet,1242399247020015617,835960848304779264,1242273750818553856,18266688,,,,-1.5725
retweet,1242399247095304192,1109624055370383360,1242132341901774848,802529696361521152,,,,1.1925
retweet,1242399247066152967,2942678379,1242293327141187587,812462023,,,,1.5754
retweet,1242399247074385920,2529692478,1242359349378535425,2865878273,,,,1.2879
retweet,1242399247112298496,1361965609,1242305649377193986,695248603057627136,,,,1.0925
retweet,1242399247040802816,560447206,1242345032830447621,266946216,,,,0.6969
retweet,1242399247128866816,4111798392,1241469633170997256,1141419911690014720,,,,0.6080
retweet,1242399247183409157,577037814,1242397482664865792,221647151,,,,-1.9939
retweet,1242399247170818048,762785432,1242313373716344833,1326375108,,,,-0.4444
retweet,1242399247166734336,248529251,1242182128529371136,1124001618096160770,,,,0.2474
retweet,1242399247112245248,773282830898044929,1242224931968073728,14247236,,,,-0.8688
retweet,1242399247263313920,291917289,1242373485030146048,14236470,,,,-1.0573
retweet,1242399247183622144,3377536655,1242228038043144194,121188169,,,,0.6382
retweet,1242399247351201792,789446645297524736,1242386754906148865,1492538024,,,,-0.1916
retweet,1242399250614345729,752289636,1242288863843774467,465095222,,,,0.4137
retweet,1242399250601803776,364077911,1241986916578295808,1087146264481849345,,,,-1.4225
retweet,1242399250547380227,1141973210,1242396926261239808,861296721548251136,,,,-0.8024
retweet,1242399250719354883,1042584546577973253,1242108576891576321,141085629,,,,1.5076
retweet,1242399250786316288,715222790790520832,1242003443625029632,1128584178,,,,-1.8350
retweet,1242399250731933696,21578023,1242178705050480640,960962340,,,,-1.8212
retweet,1242399250799099904,712021916522037250,1242228808264155138,605153786,,,,-0.2137
